Company,BSE code,NSE code,ISIN,Sector,Industry,Date,Price,1 day change(%),52 Week Low,52 Week High,Market Cap(Cr),Enterprise Value(Cr)
MRO-TEK Realty Ltd.,532376,MRO-TEK,INE398B01018,Communication,Communications & Networking,2022-06-16,58.1,-13.35,26.6,79.5,107.9,185.5
MRP Agro Ltd.,543262,,INE0D7801012,Services,Trading,2022-06-13,60,-1.64,26.2,61,17.87,17.55
Mrs. Bectors Foods Specialities Ltd.,543253,BECTORFOOD,INE495P01012,Consumer Staples,Bakery & Milling Prod.,2022-06-16,264.45,-2.36,257,464.15,"1,555.67","1,631.42"
MSP Steel & Power Ltd.,532650,MSPL,INE752G01015,Metals & Mining,Steel Tubes & Pipes,2022-06-16,9.85,-3.9,8.55,18.9,382.72,"1,137.54"
MSR Copper Ltd.,508922,,INE331L01026,Metals & Mining,Copper,2022-06-06,18.15,-4.97,10.79,21.15,114.13,151.39
MSTC Ltd.,542597,MSTCLTD,INE255X01014,Services,E-Commerce,2022-06-16,266.3,-3.86,247.15,542,"1,868.42","1,346.17"
MTAR Technologies Ltd.,543270,MTARTECH,INE864I01014,Capital Goods,Other Machinery,2022-06-16,"1,304.35",-2.89,957.1,"2,563.30","4,047.96","3,964.00"
MT Educare Ltd.,534312,MTEDUCARE,INE472M01018,Services,Education,2022-06-16,10.4,-1.89,6.9,14.75,67.89,152.86
Mudra Financial Services Ltd.,539819,,INE967S01014,Financial,Investment Services,2021-12-13,4.04,4.13,4.04,4.04,2.02,0.96
Mudunuru Ltd,538743,,INE491C01027,Technology,Software,2022-06-13,7.54,0,5.75,7.93,21.63,23.1
Mukand Engineers Ltd.,532097,MUKANDENGG,INE022B01014,Construction,Infrastructure,2022-06-06,30.75,0,16.25,30.75,37.84,148.47
Mukand Ltd.,500460,MUKANDLTD,INE304A01026,Metals & Mining,Finished Steel,2022-06-16,107.2,-3.29,105.7,167.5,"1,501.02","3,166.96"
Mukat Pipes Ltd.,523832,MUKATPIPE,INE862C01029,Metals & Mining,Steel Tubes & Pipes,2022-06-16,6.65,-5,2.32,16.14,7.87,11.4
Mukesh Babu Financial Services Ltd.,530341,,INE596B01017,Financial,Equipment Leasing,2022-06-16,99.8,2.67,91.05,156.3,69.71,75.58
Mukta Agriculture Ltd,535204,,INE160O01031,Services,Trading,2022-06-16,5.9,-2.8,2.33,14.19,12.79,14.21
Mukta Arts Ltd.,532357,MUKTAARTS,INE374B01019,Services,Media & Entertainment,2022-06-16,46.65,-4.8,34.45,70.25,108.41,170.04
Muller & Phipps (India) Ltd.,501477,,INE003F01015,Services,Trading,2022-06-16,138.1,4.98,82.4,189.5,8.22,9.29
Multibase India Ltd.,526169,,INE678F01014,Chemicals,Plastic Resins,2022-06-16,188.55,-4.09,178,319.95,238.01,157
Multi Commodity Exchange Of India Ltd.,534091,MCX,INE745G01035,Services,Exchange Services,2022-06-16,"1,240.80",-3.09,"1,143.00","2,135.00","6,355.93","5,489.74"
Multipurpose Trading & Agencies Ltd.,504356,,INE017P01014,Financial,Misc. Fin.services,2022-06-16,10.45,0,7.22,13.16,5.17,5.18
Munjal Auto Industries Ltd.,520059,MUNJALAU,INE672B01032,Automobile,Auto Ancillaries,2022-06-16,37.3,-6.16,36.6,72.8,390,465.08
Munjal Showa Ltd.,520043,MUNJALSHOW,INE577A01027,Automobile,Auto Ancillaries,2022-06-16,98.65,-1.99,92.45,174.6,398.15,149.01
Munoth Capital Markets Ltd.,511200,,INE910G01027,Financial,Brokerage Services,2022-06-08,64,-1.69,62,65.1,57.54,57.53
Munoth Communication Ltd.,511401,,INE410E01015,Financial,Equipment Leasing,2022-06-16,4,3.09,2.73,4,3.74,4.91
Munoth Financial Services Ltd.,531821,,INE348D01019,Financial,Hire Purchase,2022-06-09,10.6,4.95,5.67,15.9,5.44,4.35
Murudeshwar Ceramics Ltd.,515037,MURUDCERA,INE692B01014,Materials,Ceramic tiles,2022-06-16,23.05,-5.34,21.7,35.8,126.38,214.12
Music Broadcast Ltd.,540366,RADIOCITY,INE919I01024,Services,Media & Entertainment,2022-06-16,22.1,-1.78,21.4,28.55,755.32,586.5
Muthoot Capital Services Ltd.,511766,MUTHOOTCAP,INE296G01013,Financial,Hire Purchase,2022-06-16,168.1,-1.64,165.1,496,273.52,"1,616.38"
Muthoot Finance Ltd.,533398,MUTHOOTFIN,INE414G01012,Financial,Misc. Fin.services,2022-06-16,"1,034.70",-0.75,"1,023.00","1,722.55","41,731.88","83,621.73"
Muzali Arts Ltd.,539410,,INE873S01022,Services,Trading,2022-06-16,2.57,-9.19,2.51,7.21,14.57,17.35
MVL Ltd.,532991,MVL,INE744I01034,Construction,Real Estate,2021-12-13,0.2,5.26,0.19,0.2,12.02,239.37
My Money Securities Ltd.,538862,,INE232L01018,Financial,Brokerage Services,2022-06-14,16.5,-4.9,16.5,27.2,23.76,22.15
Mysore Petro Chemicals Ltd.,506734,MYSORPETRO,INE741A01011,Chemicals,Organic Chemicals,2022-06-16,98.85,-1.25,83.85,130,65.08,58.53
Mystic Electronics Ltd.,535205,,INE159O01033,Services,Trading,2022-06-16,6.21,-8.54,2.66,14.94,12.95,14.54
N2N Technologies Ltd.,512279,,INE043F01011,Financial,Misc. Fin.services,2022-06-16,12,-4.76,6.71,32.3,3.87,4.21
Naapbooks Ltd.,543351,,INE0GOA01018,Technology,Software,2022-06-16,55,-3.51,48.1,77.7,10.21,10.91
NACL Industries Ltd.,524709,NACLIND,INE295D01020,Chemicals,Pesticides,2022-06-16,73.05,-0.07,51.65,104.65,"1,430.79","1,581.39"
Naga Dhunseri Group Ltd.,,NDGL,INE756C01015,Financial,Misc. Fin.services,2022-06-16,"1,273.05",2.68,,,130.5,98.47
Nagarjuna Agri Tech Ltd.,531832,,INE793H01017,Consumer Staples,Floriculture,2022-06-16,4.47,-4.89,3.75,6.57,4.19,4.36
Nagarjuna Fertilizers & Chemicals Ltd.,539917,NAGAFERT,INE454M01024,Chemicals,Nitrogenous Fertilizer.,2022-06-16,9.05,-4.74,7.5,20.67,535.27,"2,160.09"
Nagpur Power & Industries Ltd.,532362,,INE099E01016,Metals & Mining,Minerals,2022-06-16,58,-6.07,33.4,89.2,74.32,69.65
Nagreeka Capital & Infrastructure Ltd,532895,NAGREEKCAP,INE245I01016,Financial,Investment Services,2022-06-16,10.85,3.33,6.75,19.07,13.9,103.97
Nagreeka Exports Ltd.,521109,NAGREEKEXP,INE123B01028,Textiles,Cotton & Blended Yarn,2022-06-16,36.85,-4.9,26.8,77.4,46.25,250.78
Nahar Capital & Financial Services Ltd.,532952,NAHARCAP,INE049I01012,Financial,Investment Services,2022-06-16,366.75,-2.6,144.05,691.55,590.22,623.34
Nahar Industrial Enterprises Ltd.,519136,NAHARINDUS,INE289A01011,Textiles,Cotton & Blended Yarn,2022-06-16,116.6,-7.13,75.1,238,466.67,"1,196.86"
Nahar Polyfilms Ltd.,523391,NAHARPOLY,INE308A01027,Materials,Packaging & Containers,2022-06-16,341.1,-3.58,146,601,833.53,929.52
Nahar Spinning Mills Ltd.,500296,NAHARSPING,INE290A01027,Textiles,Cotton & Blended Yarn,2022-06-16,325.2,-5,180,692,"1,167.07","2,300.13"
Nakoda Group Of Industries Ltd.,541418,NGIL,INE236Y01012,Consumer Staples,Food Processing,2022-06-16,110.55,-8.49,52.91,301.85,126.71,159.24
Nalin Lease Finance Ltd.,531212,,INE606C01012,Financial,Misc. Fin.services,2022-06-16,29.8,-0.67,23.75,41,18.76,18.8
Nalwa Sons Investments Ltd.,532256,NSIL,INE023A01030,Financial,Misc. Fin.services,2022-06-16,"1,270.40",-4.51,"1,250.00","2,300.00",663.28,676.53
NAM Securities Ltd.,538395,,INE792G01011,Financial,Brokerage Services,2022-06-13,22.05,0.23,22,75.5,11.89,10.12
Nanavati Ventures Ltd,543522,,INE0E5R01017,Services,Trading,2022-06-16,39.9,4.31,34.2,51.8,6.58,6.23
Nandan Denim Ltd.,532641,NDL,INE875G01030,Textiles,Textile Processing,2022-06-16,32.8,-3.81,14.23,70,474.96,"1,009.95"
Nandani Creation Ltd.,,JAIPURKURT,INE696V01013,Textiles,Readymade Garments,2022-06-16,70.5,-9.96,,,70.74,85.91
Narayana Hrudayalaya Ltd.,539551,NH,INE410P01011,Healthcare,Health Services,2022-06-16,633.8,0.37,444.2,777,"12,916.62","13,343.45"
Narayani Steels Ltd.,540080,,INE715T01015,Metals & Mining,Stainless Steel,2022-04-06,9.87,5,6.95,41.9,0.54,203.1
Narbada Gems And Jewellery Ltd.,519455,,INE540C01021,Consumer Discretionary,"Gems, Jewellery & Accessories",2022-06-16,34.15,-8.93,22.5,59.95,77.96,89.05
Narendra Properties Ltd.,531416,,INE603F01012,Construction,Real Estate,2022-06-16,18.45,-4.9,13.85,45.25,13.11,12.77
Narmada Agrobase Ltd.,,NARMADA,INE117Z01011,Consumer Staples,Other Agriculture Products,2022-06-15,21.45,0.23,,,29.81,38.14
Narmada Gelatines Ltd.,526739,SHAWGELTIN,INE869A01010,Chemicals,Misc.Chem.,2022-06-16,205.8,-1.01,160,250,124.53,113.47
Narmada Macplast Drip Irrigation Systems Ltd.,517431,,INE060D01010,Materials,Plastic Tubes & Pipes,2022-06-16,7.17,-4.78,4.3,20.19,2.73,2.85
Natco Pharma Ltd.,524816,NATCOPHARM,INE987B01026,Healthcare,Drugs & Pharma,2022-06-16,668.75,-1.63,607.75,"1,189.00","12,230.42","12,247.30"
Nath Bio Genes (India) Ltd.,537291,NATHBIOGEN,INE448G01010,Consumer Staples,Other Agriculture Products,2022-06-16,167.05,-7.53,165.15,449,318.7,432.67
Nath Industries Ltd.,502587,,INE777A01023,Consumer Staples,Paper,2022-06-16,68.6,-1.65,63.2,120,130.53,196.22
National Aluminium Company Ltd.,532234,NATIONALUM,INE139A01034,Metals & Mining,Aluminium,2022-06-16,78.2,-4.75,65.05,132.75,"14,472.66","13,117.51"
National Fertilizers Ltd.,523630,NFL,INE870D01012,Chemicals,Nitrogenous Fertilizer.,2022-06-16,41.75,-4.24,41.05,71.5,"2,045.71","3,979.32"
National Fittings Ltd.,531289,,INE643C01015,Metals & Mining,Steel Tubes & Pipes,2022-06-16,51.7,2.17,45.45,81.9,44.96,50.51
National General Industries Ltd.,531651,,INE654H01011,Metals & Mining,Finished Steel,2022-06-06,427.9,4.37,28.95,839.85,236.64,220.34
National Oxygen Ltd.,507813,NOL,INE296D01010,Chemicals,Indl.Gases,2022-06-16,100,1.63,42.1,233.9,48.02,71.45
National Peroxide Ltd.,500298,NATPEROXID,INE585A01020,Chemicals,Inorganic Chem.,2022-06-16,"1,360.00",-2.55,"1,360.00","2,599.00",784.47,919.07
National Plastic Industries Ltd.,526616,,INE233D01013,Materials,Other Plastic Products,2022-06-16,42.7,-4.04,32.75,59.65,38.98,79.97
National Plastic Technologies Ltd.,531287,,INE896D01017,Materials,Other Plastic Products,2022-06-16,75,-1.83,42,107.2,43.76,95.56
National Plywood Industries Ltd.,516062,,INE497C01016,Materials,Wood,2022-06-16,8.71,-4.91,5.05,15.9,23.61,30.94
National Standard (India) Ltd.,504882,,INE166R01015,Construction,Real Estate,2022-06-16,"6,221.00",-5,725,"19,000.00","12,442.00","13,089.06"
National Steel & Agro Industries Ltd.,513179,NATNLSTEEL,INE088B01015,Metals & Mining,Finished Steel,2022-06-16,3.6,4.35,2.8,7.17,17.36,"1,509.39"
Natraj Proteins Ltd.,530119,,INE444D01016,Consumer Staples,Oil Cakes & Animal Feed,2022-06-16,82.35,-0.24,44.45,208.45,30.91,52.87
Natura Hue Chem Ltd.,531834,,INE487B01019,Consumer Staples,Other Agriculture Products,2022-06-16,6.55,4.97,0.73,15.68,2.72,7.61
Natural Biocon (India) Ltd.,543207,,INE06MM01016,Chemicals,Agricultural Chemicals,2022-06-16,5.78,-1.37,5.27,34.15,6.58,6.98
Natural Capsules Ltd.,524654,,INE936B01015,Healthcare,Drugs & Pharma,2022-06-16,425,-3.19,119.02,594.95,402.01,417.87
Naturite Agro Products Ltd.,538926,,INE223R01014,Consumer Staples,Other Agriculture Products,2022-02-08,103,-4.63,103,124.26,54.55,54.33
Nava Bharat Ventures Ltd.,513023,NBVENTURES,INE725A01022,Diversified,Diversified,2022-06-16,165.35,-6.16,99.2,210.85,"2,405.04","5,291.10"
Navigant Corporate Advisors Ltd,539521,,INE364T01012,Financial,Misc. Fin.services,2022-06-13,10.78,19.91,8.98,16.74,3.4,1.35
Navin Fluorine International Ltd.,532504,NAVINFLUOR,INE048G01026,Chemicals,Organic Chemicals,2022-06-16,"3,531.10",-1.76,"3,202.50","4,339.00","17,617.92","17,130.55"
Navkar Builders Ltd.,531494,,INE268H01010,Construction,Infrastructure,2022-06-16,62.35,-4.22,13.7,95.75,125.07,135.68
Navkar Corporation Ltd.,539332,NAVKARCORP,INE278M01019,Services,Logistics,2022-06-16,51.9,-9.74,30.1,72.6,799.26,"1,469.97"
Navketan Merchants Ltd.,539525,,INE365G01016,Services,Trading,2022-05-09,1.04,-4.59,0.52,3.46,3.75,3.63
Navneet Education Ltd.,508989,NAVNETEDUL,INE060A01024,Consumer Staples,Books & Newspapers,2022-06-16,87.2,-4.12,81,121.55,"1,973.71","2,076.63"
Navoday Enterprises Ltd.,543305,,INE0DB001013,Financial,Business Consultancy,2022-06-13,7.4,-1.99,6.9,19.5,2.85,1.19
Naysaa Securities Ltd.,538668,,INE898Q01015,Financial,Brokerage Services,2022-06-16,89.05,4.95,21,89.05,29.5,35.39
Nazara Technologies Ltd.,543280,NAZARA,INE418L01021,Technology,Software,2022-06-16,"1,075.05",-4.13,"1,050.10","3,356.00","3,521.26","3,207.69"
NBCC India Ltd.,534309,NBCC,INE095N01031,Construction,Real Estate,2022-06-16,28.35,-5.5,28.15,59.8,"5,121.00",-304.69
NB Footwear Ltd.,523242,,INE006F01018,Consumer Discretionary,Footwear,2022-06-16,3.64,4.9,1.43,5.02,4.91,4.68
NBI Industrial Finance Company Ltd.,,NBIFIN,INE365I01020,Financial,Misc. Fin.services,2022-06-16,"1,912.60",-6.57,,,469.25,456.41
NCC Blue Water Products Ltd.,519506,,INE630N01019,Consumer Staples,Marine Foods,2022-06-16,13.15,0,2.8,13.35,10.19,4.1
NCC Ltd.,500294,NCC,INE868B01028,Construction,Construction,2022-06-16,58.5,-3.78,55.75,98.5,"3,588.95","5,161.13"
NCL Industries Ltd.,502168,NCLIND,INE732C01016,Materials,Cement,2022-06-16,165.2,-1.31,156,304.95,748.6,986.19
NCL Research & Financial Services Ltd.,530557,,INE132F01038,Financial,Investment Services,2022-06-16,1.24,0.81,0.18,2.81,132.72,119.09
NDA Securities Ltd.,511535,,INE026C01013,Financial,Brokerage Services,2022-06-16,10.98,-0.09,5.3,54,5.59,-1.18
ND Metal Industries Ltd.,512024,,INE643D01013,Metals & Mining,Non-Ferrous Metal,2022-06-16,27.55,0,22.8,27.55,6.83,14.01
NDR Auto Components Ltd.,543214,NDRAUTO,INE07OG01012,Automobile,Auto Ancillaries,2022-06-16,345.7,-6,217.5,499.9,208.12,168.61
Nectar Lifesciences Ltd.,532649,NECLIFE,INE023H01027,Healthcare,Drugs & Pharma,2022-06-16,22.8,-4.6,22.25,48.4,511.32,"1,412.28"
Neelamalai Agro Industries Ltd.,508670,,INE605D01012,Consumer Staples,Tea & Coffee,2022-06-16,"3,541.00",-2.72,"2,378.00","4,650.00",220.27,197.51
Neelkanth Rockminerals Ltd.,531049,,INE741D01015,Materials,Granite & Stones,2022-06-16,11.2,-4.27,6.6,20.79,5.65,4.72
Neeraj Paper Marketing Ltd.,539409,,INE894J01019,Materials,Paper Products,2022-06-16,20,-0.74,9.61,39.9,22,44.67
Negotium International Trade Ltd.,537838,,INE339P01046,Services,Trading,2022-06-13,0.98,-4.85,0.95,3.25,3.84,10.08
NEIL Industries Ltd.,539016,,INE396C01010,Financial,Misc. Fin.services,2022-06-13,4.75,-5,4.3,12.44,9.29,9.21
Nelcast Ltd.,532864,NELCAST,INE189I01024,Metals & Mining,Castings & Forgings,2022-06-16,55.2,-5.88,53.7,100.35,478.94,660.69
Nelco Ltd.,504112,NELCO,INE045B01015,Communication,Communication Equipment,2022-06-16,651.45,-4.99,242,971.95,"1,482.63","1,598.95"
NEL Holdings South Ltd.,533202,NITESHEST,INE639K01016,Construction,Real Estate,2022-06-16,2.99,3.1,2,6.65,41.12,658.44
Neogem India Ltd.,526195,,INE552E01014,Consumer Discretionary,"Gems, Jewellery & Accessories",2022-06-16,4.55,-1.3,2.28,8.19,3.39,21.53
Neogen Chemicals Ltd.,542665,NEOGEN,INE136S01016,Chemicals,Misc.Chem.,2022-06-16,"1,372.70",-0.3,795,"1,933.70","3,368.93","3,648.06"
Neo Infracon Ltd.,514332,,INE216I01017,Construction,Real Estate,2022-06-16,12.75,-1.92,10.8,35.7,6.79,28.82
Nesco Ltd.,505355,NESCO,INE317F01035,Construction,Commercial Complexes,2022-06-16,524,-3.5,512,697,"3,723.81","3,678.12"
Nestle India Ltd.,500790,NESTLEIND,INE239A01016,Consumer Staples,Dairy products,2022-06-16,"16,874.00",0.43,"16,000.00","20,609.15","1,62,459.04","1,61,428.78"
Netlink Solutions (India) Ltd.,509040,,INE040F01033,Technology,Software,2022-06-16,55,5.97,14.8,118.25,13.18,12.61
Net Pix Shorts Digital Media Ltd.,543247,,INE0D5F01013,Services,Media & Entertainment,2022-06-13,33,4.76,30.05,33,10.56,10.04
Netripples Software Ltd,542117,,INE478B01018,Technology,Software,2022-06-16,5.04,5,4.62,11.68,3.44,3.27
Nettlinx Ltd.,511658,,INE027D01019,Technology,Software,2022-06-16,71.8,-3.23,44.05,100,84.83,90.51
Network 18 Media & Investments Ltd.,532798,NETWORK18,INE870H01013,Services,Media & Entertainment,2022-06-16,67.25,-9.85,46,117.5,"7,129.72","9,841.34"
Network People Services Technologies Ltd.,,NPST,INE0FFK01017,Technology,Software,2022-06-15,84,-4.55,,,54.28,54.21
Neueon Towers Ltd.,532887,NTL,INE333I01036,Metals & Mining,Metal Tanks & Fabrications,2022-01-05,3.2,-4.48,0.65,4.04,18.83,"2,485.24"
Neuland Laboratories Ltd.,524558,NEULANDLAB,INE794A01010,Healthcare,Drugs & Pharma,2022-06-16,"1,028.60",-2.59,967,"2,275.00","1,329.18","1,495.82"
New Delhi Television Ltd.,532529,NDTV,INE155G01029,Services,Media & Entertainment,2022-06-16,182.85,-4.86,67.6,276.15,"1,181.44","1,279.97"
Newgen Software Technologies Ltd.,540900,NEWGEN,INE619B01017,Technology,Software,2022-06-16,349.6,-2.58,335.6,755,"2,448.10","2,147.54"
New Light Apparels Ltd.,540243,,INE835U01019,Textiles,Textile Processing,2022-06-16,16.65,-3.48,15.8,76.95,3.67,7.78
Next Mediaworks Ltd.,532416,NEXTMEDIA,INE747B01016,Services,Media & Entertainment,2022-06-16,5.15,-0.96,4,11.45,33.45,149.4
Nexus Surgical And Medicare Ltd.,538874,,INE370Q01015,Technology,Software,2022-06-16,10.66,-9.51,2.28,18,6.18,6.23
NG Industries Ltd.,530897,,INE825C01018,Healthcare,Diagnostics Services,2022-06-16,67,1.28,44,84.9,22.45,20.77
NGL Fine-Chem Ltd.,524774,,INE887E01022,Healthcare,Drugs & Pharma,2022-06-16,"1,748.00",-0.92,"1,735.05","3,789.45","1,075.01","1,090.38"
NHC Foods Ltd.,517554,,INE141C01028,Consumer Staples,Food Processing,2022-06-16,18,-4,7.9,24.5,21.4,45.17
NHPC Ltd.,533098,NHPC,INE848E01016,Energy,Electricity Generation,2022-06-16,30.6,-2.24,25.05,37.6,"31,139.61","52,549.38"
NIBE Ltd.,535136,,INE149O01018,Textiles,Textile Processing,2022-06-15,58.6,-0.42,32.2,81.2,61.05,60.24
Nicco Parks & Resorts Ltd.,526721,,INE653C01022,Services,Leisure & Recreation,2022-06-16,69,-2.61,40.4,77,315.9,312.47
Nicco Uco Alliance Credit Ltd.,523209,,INE917B01023,Financial,Hire Purchase,2022-05-30,0.37,0,0.19,0.37,3.07,126.55
Nidan Laboratories And Healthcare Ltd.,,NIDAN,INE0J6L01013,Healthcare,Health Services,2022-06-16,35.3,-4.59,,,50.04,80.63
Nidhi Granites Ltd.,512103,,INE276H01013,Materials,Granite & Stones,2022-06-10,65.85,-4.98,33.3,125.25,4.94,2.81
Nihar Info Global Ltd.,531083,,INE876E01033,Technology,Software,2022-06-16,8.46,-9.9,6.21,22.9,7.79,10.01
NIIT Ltd.,500304,NIITLTD,INE161A01038,Technology,Software,2022-06-16,383,-5.54,256.6,658.65,"5,178.32","4,111.77"
Nikhil Adhesives Ltd.,526159,,INE926C01014,Materials,Paints & Varnishes,2022-06-16,724,3.04,603.6,"1,003.60",332.63,347.11
Nikki Global Finance Ltd.,531272,,INE526C01012,Financial,Misc. Fin.services,2022-06-16,6.83,-1.87,4.09,11.9,2.34,2.88
Niks Technology Ltd.,543282,,INE0GX601011,Services,Education,2022-06-16,200,-3.38,161,424.35,7.26,6.69
Nilachal Refractories Ltd.,502294,,INE416N01013,Capital Goods,Refractories,2022-06-16,32.5,3.17,25.9,71.75,66.38,106.72
Nila Infrastructures Ltd.,530377,NILAINFRA,INE937C01029,Construction,Real Estate,2022-06-16,5.25,-3.67,5,10.6,209.16,341.79
Nila Spaces Ltd.,542231,NILASPACES,INE00S901012,Construction,Real Estate,2022-06-16,3,-3.23,1.6,6.4,116.2,131.36
Nile Ltd.,530129,,INE445D01013,Metals & Mining,Metal Tanks & Fabrications,2022-06-16,405,-2.97,390.05,728,123.08,176.14
Nilkamal Ltd.,523385,NILKAMAL,INE310A01015,Materials,Other Plastic Products,2022-06-16,"1,776.90",-2.19,"1,752.05","3,180.00","2,648.75","2,647.53"
Nimbus Projects Ltd.,511714,,INE875B01015,Construction,Real Estate,2022-06-16,43,4.88,21.85,61.3,46.6,51.8
NINtec Systems Ltd,539843,,INE395U01014,Technology,Software,2022-06-13,33.95,9.87,13.33,33.95,35.04,24.04
Nippon Life India Asset Management Ltd.,540767,NAM-INDIA,INE298J01013,Financial,Asset Management Companies,2022-06-16,284.3,0.71,259,476.5,"17,647.47","17,224.61"
Niraj Cement Structurals Ltd.,532986,NIRAJ,INE368I01016,Materials,Cement,2022-06-16,28.95,-8.96,25.65,55.9,120.06,152.35
Nirav Commercials Ltd.,512425,,INE242B01018,Metals & Mining,Aluminium Prod.,2022-06-16,421,0.02,310,929.1,16.5,15.58
Nirlon Ltd.,500307,NIRLON,INE910A01012,Construction,Commercial Complexes,2022-06-16,381.9,0.46,279,444.9,"3,371.32","4,401.39"
Nirmitee Robotics India Ltd.,543194,,INE0CPQ01010,Diversified,Diversified,2022-06-16,74.8,-1.32,58.67,153.7,27.3,26.95
Nishtha Finance and Investment (India) Ltd.,539311,,INE217Q01018,Financial,Investment Services,2021-12-13,7.45,1.97,6.89,7.45,5.74,6.09
Nitco Ltd.,532722,NITCO,INE858F01012,Materials,Ceramic tiles,2022-06-16,24.7,-5,19.5,42.8,177.85,929.74
Nitin Castings Ltd.,508875,,INE861H01020,Metals & Mining,Castings & Forgings,2022-06-16,133,-7.61,77,169.95,73.98,61.71
Nitin Fire Protection Industries Ltd.,532854,NITINFIRE,INE489H01020,Capital Goods,Industrial Machinery,2022-02-10,1.85,-2.63,0.55,3.06,53.19,871.58
Nitin Spinners Ltd.,532698,NITINSPIN,INE229H01012,Textiles,Cotton & Blended Yarn,2022-06-16,203.5,-2.65,117.15,345.75,"1,136.49","2,134.38"
Nitiraj Engineers Ltd.,,NITIRAJ,INE439T01012,Capital Goods,Electronic Equipment,2022-06-16,67.65,0.52,,,68.63,66.68
Nitta Gelatin India Ltd.,506532,KERALACHEM,INE265B01019,Consumer Staples,Other Agriculture Products,2022-06-16,326.8,-6.25,182,364,292.35,393.91
Nivaka Fashions Ltd.,542206,,INE139E01028,Services,Trading,2022-06-16,4.24,-4.93,3.11,14.46,43.64,45.86
Niyogin Fintech Ltd.,538772,,INE480D01010,Financial,Misc. Fin.services,2022-06-16,43.7,-4.38,43.05,117.8,413.33,252.18
NK Industries Ltd.,519494,NKIND,INE542C01019,Consumer Staples,Vegetable oils,2022-06-16,36.95,-3.9,23.75,48,22.24,20.71
NLC India Ltd.,513683,NLCINDIA,INE589A01014,Energy,Electricity Generation,2022-06-16,64.2,-5.52,49.8,92.4,"8,936.87","35,867.82"
NMDC Ltd.,526371,NMDC,INE584A01023,Metals & Mining,Minerals,2022-06-16,108,-5.3,107.6,189.15,"31,811.73","29,556.21"
NMS Resources Global Ltd.,522289,,INE169F01014,Services,Trading,2022-06-16,27.25,-4.89,3.85,41.4,8.19,16.76
Nocil Ltd.,500730,NOCIL,INE163A01018,Materials,Rubber & Rubber Products,2022-06-16,243.35,-4.29,190.7,321.3,"4,042.06","4,111.47"
Noida Toll Bridge Company Ltd.,532481,NOIDATOLL,INE781B01015,Construction,Construction,2022-06-16,7.9,0,5.2,10.33,145.42,201.6
Norben Tea & Exports Ltd.,519528,NORBTEAEXP,INE369C01017,Consumer Staples,Tea & Coffee,2022-06-16,5.5,4.76,,,6.17,12.63
Norris Medicines Ltd.,524414,,INE744C01029,Healthcare,Drugs & Pharma,2022-06-16,12,-4.38,5.75,36.75,11.95,30.92
North Eastern Carrying Corporation Ltd.,534615,NECCLTD,INE553C01016,Services,Logistics,2022-06-16,25,-5.12,11.7,38,129.76,213.66
Northern Spirits Ltd.,542628,,INE01BL01012,Consumer Staples,Beer,2022-06-15,38.5,-2.53,22,43.3,61.8,114.09
Northlink Fiscal and Capital Services Ltd.,539110,,INE736P01019,Financial,Misc. Fin.services,2022-06-15,17.5,-1.96,15.05,28.9,9.19,8.94
