Name,BSE Code,NSE Code,Industry,Current Price,Market Capitalization,Sales growth 3Years,Profit growth 3Years,Average return on capital employed 3Years,Average return on equity 3Years,YOY Quarterly sales growth,YOY Quarterly opm growth,YOY Quarterly profit growth,Return over 10years,Profit growth 10Years
Alpa Laboratorie,532878,ALPA,Pharmaceuticals - Indian - Formulations,55.10,116.78,13.41,153.01,10.22,6.89,0.68,-27.46,-72.77,21.21,
Ravinder Heights,543251,RVHL,Construction,19.25,116.62,,,,,-50.00,53.31,82.37,,
Asi Industries,502015,ASOCSTONE,Mining / Minerals / Metals,12.93,116.46,-2.89,,0.67,-1.29,-16.51,-1158.28,-8213.43,12.88,
Trident Texofab,540726,,Trading,115.50,116.31,-1.01,-6.71,10.37,6.13,28.46,-45.42,-27.71,,17.46
Shrenik,,SHRENIK,Trading,1.90,116.28,-57.59,,7.11,-2.11,-86.02,26.09,-247.90,,
Lahoti Overseas,531842,,Trading,39.80,116.10,-75.96,-74.86,5.82,4.18,47.50,170.21,350.00,21.12,-27.86
Shreyans Inds.,516016,SHREYANIND,Paper,84.00,116.02,0.61,-40.00,8.44,7.70,50.05,-70.36,-110.89,19.47,15.74
Priti Internati.,,PRITI,Textiles - Products,111.65,115.86,33.50,31.64,26.87,19.33,6.96,1.56,-6.09,,
Ahlada Engineers,,AHLADA,Steel - Medium / Small,89.60,115.77,-9.75,-22.96,9.57,6.68,-51.00,19.05,-87.54,,16.65
Lexus Granito,,LEXUS,Ceramics - Tiles / Sanitaryware,60.30,115.72,1.17,243.63,-5.87,-28.95,,,,,20.54
Birla Tyres,542932,BIRLATYRE,Tyres,8.10,115.50,,,-30.39,,-95.15,-383.88,-9.25,,
Kilburn Engg.,522101,KILBUNENGG,Engineering,33.65,115.45,-5.15,-36.03,8.97,17.37,61.27,0.55,-87.46,3.70,1.32
MRO-TEK Realty,532376,MRO-TEK,Computers - Hardware,62.00,115.34,65.76,115.54,45.52,,-32.88,180.85,-22.88,21.65,22.28
SBEC Sugar,532102,,Sugar,24.20,115.32,13.73,22.60,3.53,,-4.96,-22.26,-29.72,12.49,4.83
NILE,530129,,Mining / Minerals / Metals,382.00,114.60,7.16,24.38,13.33,10.85,-4.54,-8.65,-12.59,12.68,15.66
Uni Abex Alloy,504605,,Castings & Forgings,580.00,114.55,15.00,9.34,24.91,18.23,-0.47,-18.82,-6.64,15.19,4.67
Aaron Industries,,AARON,Engineering,114.00,114.50,29.07,52.31,19.16,19.74,93.18,-14.77,79.52,,
Indowind Energy,532894,INDOWIND,Power Generation And Supply,12.95,114.41,3.78,26.21,0.48,-0.81,608.11,-198.11,-279.31,10.21,-29.15
MSR India,508922,,Engineering - Turnkey Services,18.15,114.13,-56.85,,-31.45,,-28.49,101.08,100.85,13.71,
Sky Gold,541967,,Diamond Cutting / Jewellery,212.00,113.88,-0.88,77.02,16.40,18.78,,,,,
Frontier Springs,522195,,Auto Ancillaries,288.95,113.85,0.18,-3.82,22.25,17.94,5.27,-16.23,-28.84,27.83,10.06
Marsons,517467,,Electric Equipment,9.10,113.75,65.62,24.55,-9.25,,,,38.10,3.30,
SBC Exports,542725,SBC,Trading,5.39,113.43,28.10,37.13,17.01,10.51,2.04,13.58,8.73,,79.28
Omax Autos,520021,OMAXAUTO,Auto Ancillaries,53.45,113.42,-39.26,,-1.66,-11.87,41.46,4.92,29.71,0.29,
Shreeoswal Seeds,,OSWALSEEDS,Miscellaneous,74.10,112.96,24.00,23.61,12.26,13.17,,,,,
Polson,507645,,Dyes And Pigments,9400.00,112.80,-3.62,-14.39,9.44,7.23,-20.73,36.70,-76.52,46.35,3.49
Sarveshwar Foods,,SARVESHWAR,Food - Processing - Indian,45.90,112.76,2.20,-44.23,6.11,2.76,,,,,
Suyog Gurbaxani,543391,,Construction,45.30,112.62,0.59,-82.09,-4.45,-49.54,,,,,
Rudra Global,539226,,Steel - Medium / Small,44.80,112.38,-14.31,-18.81,4.83,-7.99,30.36,-71.89,-81.96,,
Artemis Electri.,542670,,Electric Equipment,44.75,112.34,,,,,,,,,
Sadhna Broadcast,540821,,Entertainment / Electronic Media Software,11.20,112.30,-24.45,-39.50,2.77,2.53,-29.26,-565.49,-129.31,,
Nila Spaces,542231,NILASPACES,Construction,2.84,112.27,-17.46,,2.44,-0.34,-91.48,-199.42,84.47,,
Ganges Securitie,540647,GANGESSECU,Finance & Investments,110.80,112.02,3.58,2.09,2.94,2.47,28.21,37.65,23.95,,
Landmarc Leisur.,532275,,Entertainment / Electronic Media Software,1.40,112.00,-83.28,11.96,-1.83,-2.28,-100.00,,-165.52,12.27,2.50
DRS Dilip Road,,DRSDILIP,Miscellaneous,74.20,111.76,8.03,16.98,9.21,6.31,,,,,
NCl Res. & Finl.,530557,,Finance & Investments,1.04,111.32,-17.92,111.45,0.59,0.57,200.00,132.28,252.17,-13.74,21.37
Zenith Steel,531845,ZENITHSTL,Steel - Medium / Small,8.53,111.22,-3.87,26.85,,,104.27,44.61,9.46,7.74,22.14
United Polyfab,,UNITEDPOLY,Textiles - Products,52.75,110.52,59.41,66.13,10.11,9.52,135.88,-27.12,28.38,,
Salona Cotspin,590056,SALONA,Textiles - Cotton/Blended,212.00,110.50,29.16,42.85,9.83,9.19,109.99,-32.00,-38.39,31.92,3.53
Umang Dairies,500231,UMANGDAIRY,Food - Processing - Indian,49.90,110.26,-3.16,,0.72,-4.25,-7.55,-510.37,-70.59,1.16,
Ashapuri Gold,542579,,Diamond Cutting / Jewellery,44.05,110.12,22.93,100.66,4.38,3.27,-10.42,134.12,107.76,,-6.36
India Steel,513361,ISIBARS,Steel - Medium / Small,2.76,109.87,-46.68,,-1.29,-7.64,-80.75,-597.49,-297.12,-5.48,-2.88
Sicagen India,533014,SICAGEN,Trading,27.75,109.81,0.64,,2.69,-0.45,58.14,-46.90,13.91,4.54,
Danube Industrie,540361,,Paper,36.60,109.80,,51.83,5.49,4.55,-15.22,-475.61,-125.00,,8.24
Bharat Immunolog,524663,,Pharmaceuticals - Indian - Formulations,25.35,109.46,-2.14,-21.23,-22.44,-42.67,-30.83,164.93,82.54,7.59,
Amarjothi Spg.,521097,AMARJOTHI,Textiles - Cotton/Blended,161.95,109.32,5.68,24.01,11.15,11.28,-3.77,17.44,40.16,15.37,20.60
DU Digital,,DUGLOBAL,Miscellaneous,420.00,109.20,-36.52,-43.22,6.66,-5.86,,,,,
Lotus Eye Hospit,532998,LOTUSEYE,Healthcare,53.25,109.15,0.41,61.49,5.52,3.81,0.00,-29.55,-50.45,20.61,12.51
BAG Films,532507,BAGFILMS,Entertainment / Electronic Media Software,5.50,108.86,-5.88,-24.44,2.00,-4.27,-4.53,-66.29,48.33,3.11,9.18
KG Petrochem,531609,,Textiles - Products,208.00,108.58,12.41,26.09,11.69,13.10,-7.54,-122.97,-228.29,26.23,21.39
Shri Venkatesh,543373,,Solvent Extraction,98.00,108.39,39.21,123.52,18.39,22.62,-23.82,101.79,161.26,,
Suryalak. Cott.,521200,SURYALAXMI,Textiles - Cotton/Blended,59.05,108.35,5.36,17.22,2.87,-6.58,29.72,-129.52,-1727.19,-0.83,
Gorani Industrie,531608,,Domestic Appliances,202.00,108.32,12.09,43.65,15.98,16.49,92.11,158.40,557.14,,24.07
Suraj Industries,526211,,Solvent Extraction,96.25,107.78,264.78,124.87,24.53,,71.88,411.47,48.28,,77.30
Accel,517494,,Computers - Software - Medium / Small,18.80,107.75,365.37,76.59,3.15,0.56,-53.39,-25.58,-63.40,8.38,9.03
Paul Merchants,539113,,Finance & Investments,1038.00,106.71,2.87,23.15,10.83,8.18,33.38,-17.69,3.92,,
Mukta Arts,532357,MUKTAARTS,Entertainment / Electronic Media Software,47.20,106.60,-6.64,20.71,11.84,-76.23,315.94,211.22,300.50,5.99,-12.03
Smartlink Hold.,532419,SMARTLINK,Finance & Investments,107.20,105.93,-9.71,86.13,1.61,1.76,114.87,1465.59,76.64,7.90,15.02
SPS Finquest,538402,,Finance & Investments,104.20,105.63,55.31,72.10,16.07,13.83,1.54,-9.44,-937.21,,35.12
Flex Foods,523672,,Food - Processing - Indian,84.65,105.39,9.34,-6.23,9.61,9.26,-1.91,-29.34,-47.57,11.31,8.11
Solex Energy,,SOLEX,Power Generation And Supply,131.70,105.36,-21.42,-41.60,13.69,10.65,,,,,
Madhav Infra,539894,,Construction,4.11,105.31,8.93,35.69,8.92,0.02,3.60,-42.48,-86.56,,8.77
Globe Textiles,,GLOBE,Textiles - Products,6.95,105.05,14.21,10.98,10.46,6.69,58.71,26.35,200.00,,18.15
Innovators,541353,,Construction,55.65,105.00,-17.18,-44.59,5.56,3.28,,,,,
Rajshree Sugars,500354,RAJSREESUG,Sugar,31.90,104.83,5.40,24.38,1.14,-29.74,37.96,59.25,2.09,-1.35,
Indian Sucrose,500319,OSWALSUG,Sugar,60.25,104.70,6.87,24.27,17.77,22.57,1.77,17.68,2.12,23.62,
Everest Organics,524790,,Pharmaceuticals - Indian - Bulk Drugs,130.80,104.64,8.68,-46.66,22.81,21.98,22.34,-66.98,-86.82,,0.64
AMJ Land Holdin.,500343,AMJLAND,Construction,25.85,104.31,11.84,26.28,6.29,5.39,994.89,128.07,547.29,14.04,-2.30
Freshtrop Fruits,530077,,Food - Processing - Indian,97.45,104.15,0.52,-18.06,9.68,9.05,15.05,-25.28,-25.48,22.77,29.85
Focus Lighting,,FOCUS,Electric Equipment,102.65,104.04,-2.52,-27.84,9.92,6.32,54.63,137.86,1153.85,,26.46
Panorama Studios,539469,,Entertainment / Electronic Media Software,83.55,104.00,52.36,,21.10,18.01,-66.63,-169.81,176.30,,
Cambridge Tech.,532801,CTE,Computers - Software - Medium / Small,52.45,103.78,3.06,-19.55,10.59,10.26,-29.29,-23.73,-69.21,23.70,8.05
Trescon,532159,,Miscellaneous,14.25,103.29,-63.10,193.95,3.30,2.30,-100.00,,121.43,,
Shree Ganesh Bio,539470,,Pharmaceuticals - Indian - Bulk Drugs & Formln,2.59,103.24,131.30,12.22,2.55,1.90,117.49,13.66,1055.56,,22.97
KIFS Financial,535566,,Finance & Investments,95.40,103.22,77.09,29.54,11.26,13.49,9.18,-3.72,43.72,,16.42
Tamboli Capital,533170,,Finance & Investments,103.95,103.12,14.14,23.15,15.01,11.18,20.99,15.07,58.04,17.12,7.53
LKP Securities,540192,,Finance & Investments,13.75,102.91,-0.74,91.34,18.03,14.48,7.51,198.54,179.03,,22.07
SNL Bearings,505827,,Bearings,284.90,102.84,2.30,3.87,21.06,16.08,-14.62,-17.22,-25.40,25.24,7.04
Sharat Industrie,519397,SHARTSEFOD,Aquaculture,46.70,102.80,8.60,6.18,7.95,4.49,12.43,21.43,321.74,,21.90
Fiberweb (India),507910,FIBERWEB,Textiles - Products,35.50,102.52,-14.51,-19.21,10.08,8.02,-33.72,-147.94,-25.44,24.78,16.41
Waaree Tech.,539337,,Packaging,95.20,102.51,107.48,63.55,-0.52,-0.80,97.44,,400.00,,7.76
Shiva Global,530433,,Fertilizers,102.50,102.43,8.51,46.59,14.80,11.37,13.42,24.72,79.14,19.23,12.28
Moksh Ornaments,,MOKSH,Diamond Cutting / Jewellery,19.05,102.22,-5.25,2.24,12.00,13.04,-36.90,152.46,35.48,,
Motor & Gen Fin,501343,MOTOGENFIN,Finance & Investments,26.60,101.86,-24.57,9.86,-2.36,-3.29,18.27,-136.91,-118.80,3.38,
Virat Industries,530521,,Textiles - Products,207.00,101.85,0.73,24.47,6.99,5.45,42.41,71.13,860.00,29.26,-0.22
Premco Global,530331,,Textiles - Processing,308.00,101.78,22.31,81.75,19.50,14.13,-25.27,-40.31,-63.83,30.81,
Surana Solar,533298,SURANASOL,Electric Equipment,20.60,101.60,-10.59,-5.27,1.91,0.57,-44.37,17.71,1450.00,7.92,18.18
Patels Airtemp,517417,,Engineering,200.20,101.50,26.18,19.21,15.59,12.35,11.36,-10.77,7.31,16.29,8.73
Manomay Tex Indi,540396,,Textiles - Products,69.00,101.32,16.09,18.99,10.52,9.95,,,,,54.40
Fortis Malar,523696,,Healthcare,54.00,101.21,-15.84,,-3.92,-11.44,14.07,771.08,65.12,7.38,
Maha Rashtra Apx,523384,MAHAPEXLTD,Finance & Investments,74.15,101.16,-25.72,-49.69,11.10,11.76,-51.82,-491.39,-125.64,22.11,7.72
Shree Vasu Logis,,SVLL,Miscellaneous,132.00,100.90,33.14,27.72,12.60,13.48,,,,,22.42
Gayatri BioOrga.,524564,,Miscellaneous,12.80,100.85,,25.31,,,,,6.67,9.81,6.18
Tayo Rolls,504961,TATAYODOGA,Castings & Forgings,98.25,100.80,,22.23,,,,,-72.00,3.70,6.84
Poddar Housing,523628,PODDARHOUS,Construction,165.10,100.60,10.11,,-1.55,-7.43,65.80,-2.07,5.56,6.23,-4.19
Salasar Exterior,,SECL,Construction,122.00,100.47,-49.50,52.01,-5.15,-30.01,,,,,
VJTF Eduservices,509026,,Miscellaneous,57.00,100.32,-22.68,30.79,3.87,-8.50,62.86,105.41,140.98,-0.56,
Goldcrest Corpor,505576,GOLCRESFIN,Miscellaneous,175.40,99.80,2.85,10.03,14.53,10.61,-26.92,-26.23,-146.85,22.80,
Mahamaya Steel,513554,MAHASTEEL,Steel - Medium / Small,60.65,99.75,2.12,-5.84,5.82,2.45,39.45,-52.74,-16.67,11.09,
Damodar Indust.,521220,DAMODARIND,Textiles - Spinning - Synthetic / Blended,42.40,99.27,5.61,29.86,7.45,0.04,17.46,-15.96,-26.86,12.38,12.07
Ankit Met.Power,532870,ANKITMETAL,Steel - Sponge Iron,7.20,99.19,22.75,12.94,-9.17,,14.20,380.00,142.33,-6.45,
Parvati Sweetner,541347,,Sugar,10.97,98.93,6.14,192.40,3.99,1.46,36.56,-48.02,-62.37,,
Pion. Embroider.,514300,PIONEEREMB,Textiles - Products,36.90,98.54,2.17,30.63,12.44,12.10,-6.40,-50.26,-87.82,15.76,10.68
Tirupati Forge,,TIRUPATIFL,Castings & Forgings,10.05,98.49,28.24,14.08,14.02,11.56,158.40,69.65,1307.14,,
Amba Enterprises,539196,,Electric Equipment,77.65,98.31,35.19,79.32,24.73,18.38,86.63,31.19,143.04,,31.95
Welspun Investme,533252,WELINV,Finance & Investments,276.30,98.26,33.09,64.00,3.67,3.18,100.00,87.50,325.00,32.07,9.80
Competent Auto,531041,,Trading,159.30,97.97,0.64,7.74,7.61,6.43,-0.68,-24.13,18.86,12.59,10.30
Grob Tea Co,,GROBTEA,Tea,842.80,97.96,5.24,43.65,19.04,18.48,-44.73,-66.52,2.95,,-2.47
Vedavaag Systems,533056,,Computers - Software - Medium / Small,42.65,97.78,4.55,-7.45,7.70,5.89,4.62,50.00,27.15,22.17,21.50
TIL,505196,TIL,Engineering,97.65,97.64,-3.00,,0.79,-7.37,-84.75,-1308.49,-972.63,-8.81,
Signet Industrie,512131,SIGIND,Trading,32.95,97.15,-3.49,-15.65,12.96,5.78,13.29,-12.29,-37.64,-12.39,7.68
Mitcon Consult.,,MITCON,Miscellaneous,72.30,97.04,43.90,185.21,5.96,0.43,42.11,102.23,-76.92,,
Peria Kara. Tea,,PKTEA,Tea,313.20,96.96,-1.37,-44.47,5.05,1.55,-13.07,-161.74,-316.56,,-17.80
Coromandel Engg.,533167,COROENGG,Construction,29.10,96.70,42.75,7.05,-5.52,-57.51,0.12,-33.24,-51.92,1.06,4.64
Raja Bahadur Int,503127,,Construction,3862.70,96.57,48.04,18.40,21.18,,712.43,102.41,-101.69,,-14.50
Rishiroop,526492,,Miscellaneous,99.10,96.14,11.64,32.72,14.60,11.13,27.87,-36.16,-82.90,10.41,10.80
Keerthi Indus,518011,,Cement - South India,119.70,96.00,10.67,506.80,19.73,15.32,3.03,-90.99,39.23,17.05,2.74
JBF Industries,514034,JBFIND,Textiles - Manmade,11.64,95.55,3.42,-20.07,2.50,,-4.11,-46.85,-170.83,-21.59,
SagarSoft (India,540143,,Computers - Software - Medium / Small,148.95,95.21,,,,,,,,,
Sir Shadi Lal,532879,,Sugar,181.00,95.02,8.18,15.13,2.21,,0.93,-50.92,-71.80,17.11,4.69
Shalibhadra Fin.,511754,,Finance & Investments,190.00,95.00,0.13,-2.02,13.64,11.44,25.29,27.19,346.67,12.78,10.74
LKP Finance,507912,LKPMERFIN,Finance & Investments,75.50,94.89,61.54,22.17,12.38,11.70,-121.97,,-209.89,5.48,27.70
Faze Three Auto.,532459,,Textiles - Processing,88.50,94.87,12.17,46.50,18.20,36.81,105.83,-67.17,-22.55,6.88,14.93
Batliboi,522004,BATLIBOI,Engineering,33.00,94.77,-7.57,,0.10,-6.53,41.91,226.37,71.23,8.13,
Kushal,536170,,Paper,3.82,94.55,-79.70,,-1.90,-2.44,-100.00,,99.94,,
Bhilwara Tech,533108,,Textiles - Products,16.15,94.27,191.11,15.68,5.04,4.92,118.68,-124.67,-106.71,14.15,
James Warren Tea,538564,,Tea,214.00,94.16,-8.40,26.97,9.74,8.67,-57.74,9.67,69.18,,
Prime Fresh,540404,,Trading,79.60,94.16,20.47,37.04,22.33,17.56,,,,,
MANGALAM SEEDS,539275,,Miscellaneous,85.65,94.04,7.68,15.03,14.30,13.33,-41.59,17.06,-25.37,,58.90
Archidply Inds.,532994,ARCHIDPLY,Miscellaneous,47.45,93.56,4.19,3.09,8.80,5.54,18.03,29.20,1015.38,21.82,9.34
BSL,514045,BSL,Textiles - Processing,90.25,93.51,-0.11,118.57,8.87,6.14,32.50,-18.89,-22.88,19.66,53.31
Metroglobal,500159,GLOBABOARD,Trading,75.55,93.19,-9.23,-6.36,3.92,2.58,102.03,86.08,310.00,,-5.83
Kanishk Steel,513456,,Steel - Medium / Small,32.75,93.15,-1.65,84.30,19.65,18.81,47.38,126.88,100.82,-13.08,25.89
Shriram AMC,531359,,Finance & Investments,155.00,93.00,-8.32,0.63,-2.43,-2.99,-12.93,-174.94,-672.41,23.92,
Simbhaoli Sugar,539742,SIMBHALS,Sugar,22.50,92.88,2.01,15.45,1.96,,-23.27,-50.80,482.84,,
Digicontent,542685,DGCONTENT,Entertainment / Electronic Media Software,15.69,92.82,6.55,55.87,-0.79,,27.83,-42.20,109.84,,
BLB,532290,BLBLIMITED,Finance & Investments,17.70,92.75,22.25,60.15,7.50,6.26,201.43,-78.55,32.98,17.76,15.34
Prajay Engineers,531746,PRAENG,Construction,13.20,92.67,23.94,22.26,0.25,-0.74,112.37,-103.77,-157.30,8.08,5.61
APM Industries,523537,,Textiles - Spinning - Synthetic / Blended,42.80,92.50,5.54,25.79,9.12,6.61,26.77,15.73,68.73,18.26,1.77
Palash Securi.,540648,PALASHSECU,Finance & Investments,92.35,92.38,5.97,,-2.54,-2.78,-45.85,-15.53,92.16,,
Alpine Housing,526519,ALPINEHOU,Construction,53.30,92.32,13.69,-11.15,5.17,4.01,-31.15,-19.09,-75.53,24.47,9.94
Airo Lam,,AIROLAM,Miscellaneous,61.35,92.02,15.09,17.14,12.18,12.01,,,,,24.18
Advait Infratech,543230,,Construction,180.00,91.80,36.87,32.36,24.83,17.99,,,,,34.28
Jeevan Scienti.,538837,,Miscellaneous,59.50,91.05,37.41,120.75,19.38,15.20,-22.45,-156.03,-83.85,,
Global Offshore,501848,GLOBOFFS,Shipping,36.80,91.00,-20.19,18.58,-4.10,,-14.03,174.14,-329.68,-6.92,
CHL,532992,,Hotels,16.55,90.72,-15.59,7.60,-4.87,,57.05,92.76,-14.08,0.46,
IZMO,532341,IZMO,Computers - Software - Medium / Small,68.00,90.51,12.84,33.38,8.22,8.03,9.79,-28.31,19.17,10.70,24.87
Vertoz Advertis.,,VERTOZ,Miscellaneous,75.60,90.50,-3.45,-5.98,13.54,11.54,-61.58,30.13,-41.16,,
S V Global Mill,535621,,Construction,50.00,90.41,-19.43,26.94,2.83,1.17,3.12,-17.50,-16.67,,
Zeal Aqua,539963,,Aquaculture,7.16,90.26,14.20,-8.48,11.30,9.10,84.74,-87.39,186.44,,16.67
Aashka Hospitals,543346,,Healthcare,38.55,90.21,,,,,,,,,
Incredible Indus,538365,INCREDIBLE,Steel - Medium / Small,19.50,90.06,-7.00,-2.24,6.09,2.34,6.62,51.01,99.17,,-4.89
NTC Industries,526723,,Cigarettes,75.40,90.06,12.80,22.02,13.72,10.20,-14.14,-47.15,224.00,13.74,
Softtech Enginee,543470,SOFTTECH,Computers - Software - Medium / Small,88.25,89.61,-2.90,-9.47,10.43,8.10,21.64,27.49,94.74,,13.49
B & A Packaging,523186,,Packaging,180.05,89.30,21.44,23.77,27.92,21.81,43.92,85.35,165.28,49.17,17.82
Prima Plastics,530589,,Plastics Products,81.05,89.16,3.66,-2.66,11.57,10.79,22.02,-45.91,-47.79,19.81,8.46
Kothari Ferment.,507474,,Food - Processing - Indian,59.20,88.80,0.29,-67.11,9.86,7.52,10.18,-60.14,-149.12,20.67,-15.19
Vivimed Labs.,532660,VIVIMEDLAB,Pharmaceuticals - Indian - Bulk Drugs & Formln,10.70,88.44,-43.49,,-2.56,-13.26,56.78,95.78,33.25,-18.05,
Ausom Enter.,509009,AUSOMENT,Finance & Investments,63.50,88.33,-61.00,-18.64,9.22,12.66,267.28,91.58,123.85,11.44,-6.16
M K Proteins,,MKPL,Solvent Extraction,211.75,88.32,17.74,84.53,22.17,31.22,,,,,
RKEC Projects,,RKEC,Construction,36.80,88.29,-5.08,-36.15,18.55,16.01,16.17,-63.72,-112.18,,7.78
Tarmat,532869,TARMAT,Construction,44.50,88.09,19.29,30.62,5.49,9.01,-33.34,-46.55,-30.85,11.02,14.42
Archit Organosys,524640,,Chemicals,42.90,88.04,17.61,54.00,11.21,10.59,-13.83,80.26,17.61,24.62,41.82
Gogia Capital,531600,,Finance & Investments,139.00,87.86,3.71,22.65,12.65,7.39,51.30,-43.03,-31.76,18.14,13.56
Spectrum Electr.,,SPECTRUM,Electric Equipment,58.00,87.70,19.81,1.90,9.92,8.31,,,,,
GTN Industries,500170,GTNIND,Textiles - Cotton/Blended,49.80,87.35,10.47,97.04,16.57,16.41,26.66,70.48,823.21,18.63,21.36
Prakash Steelage,533239,PRAKASHSTL,Steel - Medium / Small,4.98,87.33,2.44,122.04,,,78.88,239.00,-108.96,-10.33,8.84
Raj Oil Mills,533093,ROML,Solvent Extraction,60.00,87.23,18.42,26.96,14.48,,33.35,77.84,351.72,20.16,8.30
Shreyas Interm.,526335,,Dyes And Pigments,12.30,87.15,,15.34,-5.28,,,,-9.38,6.67,6.69
Biofil Chemicals,524396,BIOFILCHEM,Pharmaceuticals - Indian - Formulations,53.15,87.03,-1.09,13.40,9.44,6.81,-88.41,307.11,92.68,29.69,16.65
Impex Ferro Tech,532614,IMPEXFERRO,Mining / Minerals / Metals,10.24,86.55,44.07,32.98,-10.87,,181.37,169.58,8.48,3.85,5.08
Dolfin Rubbers,542013,,Tyres,86.00,86.26,6.01,13.39,16.06,14.95,,,,,19.93
Anand Rayons,542721,,Trading,57.55,86.24,5.73,11.17,9.13,5.75,,,,,
Bhandari Hosiery,512608,BHANDARI,Textiles - Products,5.85,86.01,2.16,5.30,8.74,5.93,20.71,-19.79,30.00,3.37,7.23
Vaishali Pharma,,VAISHALI,Trading,81.55,86.00,0.32,78.23,12.22,7.53,34.59,148.39,113.79,,26.60
Odyssey Tech.,530175,,Computers - Software - Medium / Small,54.60,85.98,18.51,95.04,8.42,6.07,-1.55,-39.35,-53.51,29.61,24.36
Baba Arts,532380,,Entertainment / Electronic Media Software,16.35,85.84,174.63,29.25,14.17,11.29,239.31,459.90,-12.70,9.03,2.54
AVG Logistics,,AVG,Miscellaneous,72.85,85.78,11.29,-17.28,9.74,3.35,,,,,19.04
Coral Labs.,524506,,Pharmaceuticals - Indian - Formulations,240.15,85.74,-6.02,-6.63,9.48,7.49,-27.82,-33.29,0.00,14.49,3.95
Veer Global Inf.,543241,,Construction,117.00,85.53,-8.35,44.22,,,-37.02,-29.50,-55.56,,
Indbank Merchant,511473,INDBANK,Finance & Investments,19.20,85.45,19.27,59.66,11.05,6.91,30.46,146.03,100.00,12.66,15.21
Lactose (India),524202,,Pharmaceuticals - Indian - Bulk Drugs,67.70,85.22,4.20,52.68,7.00,0.01,42.93,39.43,756.67,23.50,9.13
Cravatex,509472,,Trading,329.90,85.12,-6.09,,-1.64,,-6.04,149.90,112.89,-4.97,
Ludlow Jute,526179,,Textiles - Jute - Yarn / Products,79.00,85.09,15.92,123.17,5.48,3.40,-4.89,-27.34,-110.19,8.48,9.50
Suumaya Corp.,543274,,Trading,34.25,84.68,,,23.51,24.51,,,,,
K G Denim,500239,KGDENIM,Textiles - Cotton/Blended,33.00,84.60,-5.45,,3.13,-12.57,9.86,-1000.00,-86.79,11.61,
Sonam Clock,,SONAMCLOCK,Miscellaneous,84.50,84.57,10.46,-3.47,10.97,10.03,-17.39,58.03,11.89,,20.66
Hindprakash Indu,,HPIL,Dyes And Pigments,81.00,84.43,2.37,-0.59,11.86,8.72,,,,,17.30
Suraj Products,518075,,Steel - Sponge Iron,74.00,84.36,26.73,57.37,17.87,23.85,-15.93,6.97,55.12,20.46,33.31
Meera Industries,540519,,Textile Machinery,79.00,84.36,-2.67,-15.34,11.07,7.94,-48.04,-69.37,-96.34,,29.58
Athena Global,517429,,Computers - Software - Medium / Small,66.15,84.35,12.43,,,,-41.02,-1057.01,-910.71,17.24,
G V Films,523277,,Entertainment / Electronic Media Software,0.92,84.14,-31.13,10.83,-1.23,-4.39,410.00,108.10,98.20,6.72,5.50
Kesar Enterprise,507180,KESARENT,Sugar,83.45,84.12,20.47,58.11,12.63,23.15,-25.69,1646.15,29.52,8.21,38.93
Gennex Lab.,531739,,Pharmaceuticals - Indian - Bulk Drugs,6.65,84.12,3.16,20.87,11.41,8.73,24.49,-75.49,-45.13,19.39,26.28
Advik Capital,539773,,Finance & Investments,3.81,83.89,117.11,55.36,3.44,1.72,1242.13,-92.96,216.67,,
Cochin Minerals,513353,,Chemicals,106.95,83.74,9.05,4.32,18.35,8.29,1.25,84.46,501.59,-10.30,-19.89
Pressman Adv.,509077,PRESSMN,Miscellaneous,35.70,83.65,-30.55,-12.42,15.46,11.98,-56.16,16.00,-8.33,19.55,40.94
Fidel Softech,,FIDEL,Computers - Software - Medium / Small,60.70,83.46,,,,,,,,,
Chennai Ferrous,539011,,Steel - Sponge Iron,231.30,83.37,140.63,443.02,,,17.61,50.36,80.19,,
Global Longlife,543520,,Healthcare,79.20,83.16,-0.62,36.95,12.96,10.61,,,,,
Trans Fin. Res.,526961,,Construction,71.15,83.14,,30.27,21.82,,,,-50.64,,67.13
Globesecure Tech,,GSTL,Computers - Software - Medium / Small,91.05,82.93,,,,,,,,,
Tokyo Plast Intl,500418,TOKYOPLAST,Plastics Products,87.25,82.89,14.69,25.09,1.44,0.44,15.40,-108.62,-8400.00,17.94,
Total Transport,,TOTAL,Miscellaneous,57.90,82.83,28.81,11.49,13.48,11.01,84.38,-29.33,11.88,,15.65
Apoorva Leasing,539545,,Finance & Investments,41.40,82.70,-21.07,0.91,3.66,2.84,83.90,-96.95,-107.81,,85.60
Makers Labs.,506919,,Pharmaceuticals - Indian - Formulations,140.00,82.60,,,,,-11.85,-49.97,331.82,24.17,
Parnax Lab,506128,,Pharmaceuticals - Indian - Bulk Drugs & Formln,84.05,82.49,14.44,35.67,9.20,4.62,133.94,1037.82,95.16,3.68,17.33
Bansal Roofing,538546,,Steel - Medium / Small,62.50,82.39,18.05,22.18,22.31,18.15,24.56,9.12,20.83,,48.24
Sumedha Fiscal,530419,,Finance & Investments,103.00,82.19,44.95,-12.06,8.81,6.72,120.23,-62.70,-49.23,21.91,1.41
Comfort Intech,531216,,Breweries & Distilleries,25.55,81.74,27.71,301.56,4.11,4.98,-41.05,12166.67,-128.12,4.73,
Ganga Papers,531813,,Paper,75.65,81.63,27.60,48.40,14.03,21.57,9.76,-113.43,-27.14,,7.22
